Episode,DateEpisode,TotalCases,Imported,Mechanism,DateOneCase,DateMoreOneCase,DateImported,DateMoreFiveCases,VIM,KPC,OXA48,NDM,Department,Region
1447,21/09/2012,1,N,OXA-48  ,21/09/2012,,,,,,21/09/2012,,33,Nouvelle-Aquitaine
1448,1/10/12,1,N,KPC  ,1/10/12,,,,,1/10/12,,,13,ProvenceAlpesCotedAzur
1449,10/10/12,1,N,OXA-48  ,10/10/12,,,,,,10/10/12,,75,IledeFrance
1450,26/09/2012,3,N,VIM  ,,26/09/2012,,,26/09/2012,,,,13,ProvenceAlpesCotedAzur
1451,26/09/2012,5,N,OXA-48  ,,26/09/2012,,,,,26/09/2012,,91,IledeFrance
1452,28/09/2012,1,N,OXA-48  ,28/09/2012,,,,,,28/09/2012,,78,IledeFrance
1453,4/10/12,1,N,OXA-48  ,4/10/12,,,,,,4/10/12,,91,IledeFrance
1454,8/10/12,1,N,OXA-48  ,8/10/12,,,,,,8/10/12,,75,IledeFrance
1455,27/09/2012,1,N,KPC  ,27/09/2012,,,,,27/09/2012,,,93,IledeFrance
1456,28/09/2012,1,N,OXA-48  ,28/09/2012,,,,,,28/09/2012,,93,IledeFrance
1457,8/10/12,1,N,VIM  ,8/10/12,,,,8/10/12,,,,67,Grand Est
1458,11/10/12,1,N,NDM  ,11/10/12,,,,,,,11/10/12,69,AuvergneRhoneAlpes
1459,15/09/2012,1,N,OXA-48  ,15/09/2012,,,,,,15/09/2012,,75,IledeFrance
1460,25/09/2012,1,N,OXA-48  ,25/09/2012,,,,,,25/09/2012,,93,IledeFrance
1461,16/10/2012,1,N,OXA-48  ,16/10/2012,,,,,,16/10/2012,,94,IledeFrance
1462,16/10/2012,1,N,OXA-48  ,16/10/2012,,,,,,16/10/2012,,6,ProvenceAlpesCotedAzur
1463,15/10/2012,1,N,OXA-48  ,15/10/2012,,,,,,15/10/2012,,83,ProvenceAlpesCotedAzur
1464,11/10/12,1,N,KPC  ,11/10/12,,,,,11/10/12,,,93,IledeFrance
1465,8/10/12,1,N,OXA-48  ,8/10/12,,,,,,8/10/12,,75,IledeFrance
1466,1/9/12,2,N,KPC  ,,1/9/12,,,,1/9/12,,,20,Corse
1467,3/5/13,1,N,KPC  ,3/5/13,,,,,3/5/13,,,20,Corse
1468,22/09/2012,1,N,OXA-48  ,22/09/2012,,,,,,22/09/2012,,14,Normandie
1469,1/10/12,1,N,KPC  ,1/10/12,,,,,1/10/12,,,34,Occitanie
1470,5/9/12,2,N,OXA-48  ,,5/9/12,,,,,5/9/12,,93,IledeFrance
1471,4/8/12,1,N,OXA-48  ,4/8/12,,,,,,4/8/12,,92,IledeFrance
1472,14/05/2012,1,N,OXA-48  ,14/05/2012,,,,,,14/05/2012,,34,Occitanie
1473,30/10/2012,1,N,OXA-48  ,30/10/2012,,,,,,30/10/2012,,34,Occitanie
1474,26/10/2012,1,N,IMI  ,26/10/2012,,,,,,,,12,Occitanie
1475,24/11/2012,1,N,NDM-1  ,24/11/2012,,,,,,,24/11/2012,59,Hauts-de-France
1476,25/02/2013,1,N,NDM-1  ,25/02/2013,,,,,,,25/02/2013,59,Hauts-de-France
1477,8/10/12,3,N,OXA-48  ,,8/10/12,,,,,8/10/12,,94,IledeFrance
1478,15/11/2012,1,N,OXA-48  ,15/11/2012,,,,,,15/11/2012,,83,ProvenceAlpesCotedAzur
1479,7/11/12,1,N,OXA-48  ,7/11/12,,,,,,7/11/12,,14,Normandie
1480,17/11/2012,1,N,NDM-1  ,17/11/2012,,,,,,,17/11/2012,974,La Reunion
1481,16/11/2012,1,N,OXA-48  ,16/11/2012,,,,,,16/11/2012,,26,AuvergneRhoneAlpes
1482,23/11/2012,1,N,OXA-48  ,23/11/2012,,,,,,23/11/2012,,13,ProvenceAlpesCotedAzur
1483,26/11/2012,20,N,OXA-48  ,,26/11/2012,,26/11/2012,,,26/11/2012,,34,Occitanie
1484,18/12/2012,1,N,KPC  ,18/12/2012,,,,,18/12/2012,,,93,IledeFrance
1485,22/12/2012,1,N,NDM  ,22/12/2012,,,,,,,22/12/2012,94,IledeFrance
1486,28/12/2012,1,N,OXA-48  ,28/12/2012,,,,,,28/12/2012,,94,IledeFrance
1487,21/12/2012,1,N,OXA-48  ,21/12/2012,,,,,,21/12/2012,,34,Occitanie
1488,24/12/2012,1,N,OXA-48  ,24/12/2012,,,,,,24/12/2012,,83,ProvenceAlpesCotedAzur
1489,3/1/13,1,N,OXA-48  ,3/1/13,,,,,,3/1/13,,75,IledeFrance
1490,11/1/13,4,N,OXA-48  ,,11/1/13,,,,,11/1/13,,93,IledeFrance
1491,7/1/13,1,N,OXA-48  ,7/1/13,,,,,,7/1/13,,92,IledeFrance
1492,16/01/2013,1,N,OXA-48  ,16/01/2013,,,,,,16/01/2013,,31,Occitanie
1493,28/02/2013,1,N,OXA-48  ,28/02/2013,,,,,,28/02/2013,,6,ProvenceAlpesCotedAzur
1494,7/1/13,1,N,VIM  ,7/1/13,,,,7/1/13,,,,38,AuvergneRhoneAlpes
1495,1/2/13,1,N,OXA-48  ,1/2/13,,,,,,1/2/13,,75,IledeFrance
1496,31/01/2013,2,N,OXA-48  ,,31/01/2013,,,,,31/01/2013,,5,ProvenceAlpesCotedAzur
1497,8/2/13,1,N,OXA-48  ,8/2/13,,,,,,8/2/13,,83,ProvenceAlpesCotedAzur
1498,31/12/2012,1,N,VIM  ,31/12/2012,,,,31/12/2012,,,,77,IledeFrance
1499,3/1/13,1,N,KPC  ,3/1/13,,,,,3/1/13,,,77,IledeFrance
1500,8/1/13,1,N,OXA-48  ,8/1/13,,,,,,8/1/13,,77,IledeFrance
1501,17/01/2013,1,N,OXA-48  ,17/01/2013,,,,,,17/01/2013,,94,IledeFrance
1502,9/2/13,1,N,OXA-48  ,9/2/13,,,,,,9/2/13,,63,AuvergneRhoneAlpes
1503,19/02/2013,3,N,OXA-48  ,,19/02/2013,,,,,19/02/2013,,75,IledeFrance
1504,21/02/2013,1,N,NDM  ,21/02/2013,,,,,,,21/02/2013,93,IledeFrance
1505,7/1/13,1,N,OXA-48  ,7/1/13,,,,,,7/1/13,,56,Bretagne
1506,7/1/13,1,N,NDM-1  ,7/1/13,,,,,,,7/1/13,974,La Reunion
1507,6/3/13,1,N,OXA-48  ,6/3/13,,,,,,6/3/13,,75,IledeFrance
1508,24/02/2013,1,N,OXA-48  ,24/02/2013,,,,,,24/02/2013,,13,ProvenceAlpesCotedAzur
1509,25/02/2013,1,N,VIM  ,25/02/2013,,,,25/02/2013,,,,13,ProvenceAlpesCotedAzur
1510,4/2/13,1,N,OXA-48  ,4/2/13,,,,,,4/2/13,,94,IledeFrance
1511,3/3/13,4,N,OXA-48  ,,3/3/13,,,,,3/3/13,,94,IledeFrance
1512,30/10/2012,1,N,OXA-48  ,30/10/2012,,,,,,30/10/2012,,94,IledeFrance
1513,30/10/2012,1,N,OXA-48  ,30/10/2012,,,,,,30/10/2012,,94,IledeFrance
1514,21/01/2013,1,N,OXA-48  ,21/01/2013,,,,,,21/01/2013,,75,IledeFrance
1515,6/11/12,1,N,OXA-48  ,6/11/12,,,,,,6/11/12,,20,Corse
1516,6/11/12,1,N,OXA-48  ,6/11/12,,,,,,6/11/12,,37,Centre-Val de Loire
1517,7/11/12,1,N,OXA-48  ,7/11/12,,,,,,7/11/12,,92,IledeFrance
1518,19/11/2012,1,N,OXA-48  ,19/11/2012,,,,,,19/11/2012,,75,IledeFrance
1519,25/01/2013,6,N,OXA-48  ,,25/01/2013,,25/01/2013,,,25/01/2013,,25,Bourgogne-Franche-Comtâ
1520,2/2/13,1,N,OXA-48  ,2/2/13,,,,,,2/2/13,,94,IledeFrance
1521,23/11/2012,1,N,OXA-48  ,23/11/2012,,,,,,23/11/2012,,75,IledeFrance
1522,24/11/2012,1,N,OXA-48  ,24/11/2012,,,,,,24/11/2012,,94,IledeFrance
1523,12/10/12,1,N,NDM-1  ,12/10/12,,,,,,,12/10/12,974,La Reunion
1524,28/11/2012,1,N,OXA-48  ,28/11/2012,,,,,,28/11/2012,,91,IledeFrance
1525,4/12/12,1,N,OXA-48  ,4/12/12,,,,,,4/12/12,,83,ProvenceAlpesCotedAzur
1526,28/11/2012,1,N,OXA-48  ,28/11/2012,,,,,,28/11/2012,,91,IledeFrance
1527,4/12/12,4,N,OXA-48  ,,4/12/12,,,,,4/12/12,,83,ProvenceAlpesCotedAzur
1528,13/12/2012,1,N,OXA-48  ,13/12/2012,,,,,,13/12/2012,,94,IledeFrance
1529,28/12/2012,1,N,OXA-48  ,28/12/2012,,,,,,28/12/2012,,91,IledeFrance
1530,11/2/13,1,N,OXA-48  ,11/2/13,,,,,,11/2/13,,92,IledeFrance
1531,14/02/2013,1,N,OXA-48  ,14/02/2013,,,,,,14/02/2013,,95,IledeFrance
1532,4/3/13,1,N,OXA-48  ,4/3/13,,,,,,4/3/13,,75,IledeFrance
1533,8/3/13,1,N,NDM-1  ,8/3/13,,,,,,,8/3/13,78,IledeFrance
1534,25/02/2013,1,N,OXA-48  ,25/02/2013,,,,,,25/02/2013,,94,IledeFrance
1535,8/3/13,1,N,OXA-48  ,8/3/13,,,,,,8/3/13,,91,IledeFrance
1536,5/2/13,1,N,OXA-48  ,5/2/13,,,,,,5/2/13,,93,IledeFrance
1537,12/11/12,1,N,OXA-48  ,12/11/12,,,,,,12/11/12,,13,ProvenceAlpesCotedAzur
1538,24/12/2012,1,N,OXA-48  ,24/12/2012,,,,,,24/12/2012,,83,ProvenceAlpesCotedAzur
1539,3/1/13,1,N,OXA-48  ,3/1/13,,,,,,3/1/13,,83,ProvenceAlpesCotedAzur
1540,14/03/2013,2,N,OXA-48  ,,14/03/2013,,,,,14/03/2013,,2,Hauts-de-France
1541,24/03/2013,1,N,OXA-48  ,24/03/2013,,,,,,24/03/2013,,57,Grand Est
1542,8/3/13,1,N,OXA-48  ,8/3/13,,,,,,8/3/13,,34,Occitanie
1543,2/4/13,1,N,OXA-48  ,2/4/13,,,,,,2/4/13,,4,ProvenceAlpesCotedAzur
1544,21/03/2013,1,N,OXA-48  ,21/03/2013,,,,,,21/03/2013,,83,ProvenceAlpesCotedAzur
1545,5/4/13,1,N,OXA-48  ,5/4/13,,,,,,5/4/13,,75,IledeFrance
1546,25/03/2013,1,N,VIM  ,25/03/2013,,,,25/03/2013,,,,13,ProvenceAlpesCotedAzur
1547,30/03/2013,1,N,OXA-48  ,30/03/2013,,,,,,30/03/2013,,83,ProvenceAlpesCotedAzur
1548,1/3/13,1,N,OXA-48  ,1/3/13,,,,,,1/3/13,,91,IledeFrance
1549,3/4/13,1,N,OXA-48  ,3/4/13,,,,,,3/4/13,,33,Nouvelle-Aquitaine
1550,10/9/13,1,N,OXA-48  ,10/9/13,,,,,,10/9/13,,26,AuvergneRhoneAlpes
1551,19/04/2013,1,N,OXA-48  ,19/04/2013,,,,,,19/04/2013,,75,IledeFrance
1552,10/4/13,1,N,OXA-48  ,10/4/13,,,,,,10/4/13,,31,Occitanie
1553,15/04/2013,1,N,OXA-48  ,15/04/2013,,,,,,15/04/2013,,31,Occitanie
1554,25/04/2013,1,N,OXA-48  ,25/04/2013,,,,,,25/04/2013,,93,IledeFrance
1555,24/04/2013,1,N,OXA-48  ,24/04/2013,,,,,,24/04/2013,,20,Corse
1556,13/05/2013,1,N,OXA-48  ,13/05/2013,,,,,,13/05/2013,,2,Hauts-de-France
1557,9/5/13,1,N,OXA-48  ,9/5/13,,,,,,9/5/13,,94,IledeFrance
1558,30/04/2013,1,N,OXA-48  ,30/04/2013,,,,,,30/04/2013,,95,IledeFrance
1559,3/5/13,1,N,OXA-48  ,3/5/13,,,,,,3/5/13,,72,Pays de la Loire
1560,29/08/2013,1,N,OXA-48  ,29/08/2013,,,,,,29/08/2013,,59,Hauts-de-France
1561,11/9/13,1,N,OXA-48  ,11/9/13,,,,,,11/9/13,,59,Hauts-de-France
1562,22/05/2013,1,N,VIM  ,22/05/2013,,,,22/05/2013,,,,13,ProvenceAlpesCotedAzur
1563,13/05/2013,1,N,OXA-48  ,13/05/2013,,,,,,13/05/2013,,13,ProvenceAlpesCotedAzur
1564,21/05/2013,1,N,OXA-48  ,21/05/2013,,,,,,21/05/2013,,77,IledeFrance
1565,5/4/13,20,N,NDM-1  ,,5/4/13,,5/4/13,,,,5/4/13,81,Occitanie
1566,3/6/13,1,N,OXA-48  ,3/6/13,,,,,,3/6/13,,17,Nouvelle-Aquitaine
1567,1/6/13,1,N,OXA-48  ,1/6/13,,,,,,1/6/13,,75,IledeFrance
1568,31/05/2013,1,N,OXA-48  ,31/05/2013,,,,,,31/05/2013,,93,IledeFrance
1569,7/5/13,1,N,OXA-48  ,7/5/13,,,,,,7/5/13,,75,IledeFrance
1570,7/9/13,1,N,OXA-48  ,7/9/13,,,,,,7/9/13,,82,Occitanie
1571,17/06/2013,1,N,NDM-1  ,17/06/2013,,,,,,,17/06/2013,974,La Reunion
1572,22/07/2013,1,N,OXA-48  ,22/07/2013,,,,,,22/07/2013,,78,IledeFrance
1573,23/06/2013,1,N,OXA-48  ,23/06/2013,,,,,,23/06/2013,,95,IledeFrance
1574,27/06/2013,1,N,OXA-48  ,27/06/2013,,,,,,27/06/2013,,92,IledeFrance
1575,20/06/2013,1,N,OXA-48  ,20/06/2013,,,,,,20/06/2013,,57,Grand Est
1576,21/06/2013,1,N,OXA-48  ,21/06/2013,,,,,,21/06/2013,,80,Hauts-de-France
1577,29/05/2013,1,N,OXA-48  ,29/05/2013,,,,,,29/05/2013,,69,AuvergneRhoneAlpes
1578,9/9/13,1,N,OXA-48  ,9/9/13,,,,,,9/9/13,,93,IledeFrance
1579,1/7/13,1,N,OXA-48  ,1/7/13,,,,,,1/7/13,,92,IledeFrance
1580,7/7/13,1,N,OXA-48  ,7/7/13,,,,,,7/7/13,,75,IledeFrance
1581,1/3/13,143,N,OXA-48  ,,1/3/13,,1/3/13,,,1/3/13,,44,Pays de la Loire
1582,27/06/2013,1,N,OXA-48  ,27/06/2013,,,,,,27/06/2013,,93,IledeFrance
1583,4/7/13,1,N,OXA-48  ,4/7/13,,,,,,4/7/13,,75,IledeFrance
1584,10/7/13,2,N,OXA-48  ,,10/7/13,,,,,10/7/13,,3,AuvergneRhoneAlpes
1585,7/7/13,1,N,OXA-48  ,7/7/13,,,,,,7/7/13,,94,IledeFrance
1586,17/07/2013,1,N,OXA-48  ,17/07/2013,,,,,,17/07/2013,,75,IledeFrance
1587,13/06/2013,1,N,OXA-48  ,13/06/2013,,,,,,13/06/2013,,93,IledeFrance
1588,29/08/2013,1,N,OXA-48  ,29/08/2013,,,,,,29/08/2013,,49,Pays de la Loire
1589,14/05/2013,2,N,OXA-48  ,,14/05/2013,,,,,14/05/2013,,34,Occitanie
1590,17/07/2013,1,N,OXA-48  ,17/07/2013,,,,,,17/07/2013,,13,ProvenceAlpesCotedAzur
1591,7/7/13,1,N,OXA-48  ,7/7/13,,,,,,7/7/13,,6,ProvenceAlpesCotedAzur
1592,8/5/13,1,N,OXA-48  ,8/5/13,,,,,,8/5/13,,30,Occitanie
1593,28/07/2013,1,N,OXA-48  ,28/07/2013,,,,,,28/07/2013,,13,ProvenceAlpesCotedAzur
1594,31/07/2013,2,N,OXA-48  ,,31/07/2013,,,,,31/07/2013,,92,IledeFrance
1595,9/8/13,1,N,OXA-48  ,9/8/13,,,,,,9/8/13,,75,IledeFrance
1596,22/07/2013,1,N,OXA-48  ,22/07/2013,,,,,,22/07/2013,,78,IledeFrance
1597,5/8/13,12,N,OXA-48  ,,5/8/13,,5/8/13,,,5/8/13,,11,Occitanie
1598,1/8/13,1,N,VIM  ,1/8/13,,,,1/8/13,,,,68,Grand Est
1599,13/08/2013,1,N,OXA-48  ,13/08/2013,,,,,,13/08/2013,,13,ProvenceAlpesCotedAzur
1600,17/08/2013,2,N,OXA-48  ,,17/08/2013,,,,,17/08/2013,,33,Nouvelle-Aquitaine
1601,23/08/2013,1,N,NDM  ,23/08/2013,,,,,,,23/08/2013,13,ProvenceAlpesCotedAzur
1602,23/10/2013,1,N,OXA-48  ,23/10/2013,,,,,,23/10/2013,,59,Hauts-de-France
1603,20/08/2013,1,N,OXA-48 NDM ,20/08/2013,,,,,,20/08/2013,20/08/2013,13,ProvenceAlpesCotedAzur
1604,13/08/2013,1,N,OXA-48  ,13/08/2013,,,,,,13/08/2013,,13,ProvenceAlpesCotedAzur
1605,9/8/13,1,N,OXA-48  ,9/8/13,,,,,,9/8/13,,94,IledeFrance
1606,13/08/2013,4,N,OXA-48  ,,13/08/2013,,,,,13/08/2013,,93,IledeFrance
1607,8/8/13,1,N,OXA-48  ,8/8/13,,,,,,8/8/13,,75,IledeFrance
1608,22/08/2013,1,N,OXA-48  ,22/08/2013,,,,,,22/08/2013,,94,IledeFrance
1609,3/9/13,1,N,NDM-1  ,3/9/13,,,,,,,3/9/13,75,IledeFrance
1610,21/08/2013,1,N,IMI-2  ,21/08/2013,,,,,,,,37,Centre-Val de Loire
1611,11/7/13,1,N,OXA-48  ,11/7/13,,,,,,11/7/13,,30,Occitanie
1612,7/8/13,1,N,OXA-48  ,7/8/13,,,,,,7/8/13,,34,Occitanie
1613,30/08/2013,1,N,OXA-48  ,30/08/2013,,,,,,30/08/2013,,34,Occitanie
1614,2/9/13,1,N,OXA-48  ,2/9/13,,,,,,2/9/13,,13,ProvenceAlpesCotedAzur
1615,17/09/2013,3,N,OXA-48  ,,17/09/2013,,,,,17/09/2013,,33,Nouvelle-Aquitaine
1616,10/9/13,1,N,VIM  ,10/9/13,,,,10/9/13,,,,13,ProvenceAlpesCotedAzur
1617,4/9/13,1,N,OXA-48  ,4/9/13,,,,,,4/9/13,,83,ProvenceAlpesCotedAzur
1618,14/09/2013,1,N,OXA-48  ,14/09/2013,,,,,,14/09/2013,,13,ProvenceAlpesCotedAzur
1619,11/9/13,1,N,NDM  ,11/9/13,,,,,,,11/9/13,93,IledeFrance
1620,11/9/13,5,N,OXA-48  ,,11/9/13,,,,,11/9/13,,95,IledeFrance
1621,25/09/2013,1,N,OXA-48 VIM ,25/09/2013,,,,25/09/2013,,25/09/2013,,94,IledeFrance
1622,2/10/13,1,N,OXA-48  ,2/10/13,,,,,,2/10/13,,94,IledeFrance
1623,9/9/13,2,N,OXA-48 NDM ,,9/9/13,,,,,9/9/13,9/9/13,75,IledeFrance
1624,10/10/13,1,N,OXA-48  ,10/10/13,,,,,,10/10/13,,6,ProvenceAlpesCotedAzur
1625,25/09/2013,1,N,OXA-48  ,25/09/2013,,,,,,25/09/2013,,56,Bretagne
1626,28/08/2013,1,N,OXA-48  ,28/08/2013,,,,,,28/08/2013,,94,IledeFrance
1627,10/10/13,1,N,OXA-48  ,10/10/13,,,,,,10/10/13,,75,IledeFrance
1628,8/10/13,1,N,NDM  ,8/10/13,,,,,,,8/10/13,83,ProvenceAlpesCotedAzur
1629,28/09/2013,1,N,KPC  ,28/09/2013,,,,,28/09/2013,,,71,Bourgogne-Franche-Comtâ
1630,11/10/13,1,N,OXA-48  ,11/10/13,,,,,,11/10/13,,67,Grand Est
1631,17/10/2013,1,N,OXA-48  ,17/10/2013,,,,,,17/10/2013,,67,Grand Est
1632,7/10/13,1,N,NDM  ,7/10/13,,,,,,,7/10/13,55,Grand Est
1633,4/10/13,1,N,OXA-48  ,4/10/13,,,,,,4/10/13,,95,IledeFrance
1634,8/10/13,1,N,OXA-48  ,8/10/13,,,,,,8/10/13,,68,Grand Est
1635,30/10/2013,1,N,OXA-48  ,30/10/2013,,,,,,30/10/2013,,29,Bretagne
1636,24/10/2013,1,N,OXA-48  ,24/10/2013,,,,,,24/10/2013,,35,Bretagne
1637,16/10/2013,1,N,OXA-48  ,16/10/2013,,,,,,16/10/2013,,33,Nouvelle-Aquitaine
1638,4/11/13,1,N,OXA-48  ,4/11/13,,,,,,4/11/13,,25,Bourgogne-Franche-Comtâ
1639,29/10/2013,1,N,OXA-48  ,29/10/2013,,,,,,29/10/2013,,75,IledeFrance
1640,2/11/13,1,N,OXA-48  ,2/11/13,,,,,,2/11/13,,75,IledeFrance
1641,24/10/2013,1,N,OXA-48  ,24/10/2013,,,,,,24/10/2013,,75,IledeFrance
1642,15/10/2013,1,N,NDM  ,15/10/2013,,,,,,,15/10/2013,974,La Reunion
1643,22/10/2013,7,N,OXA-48  ,,22/10/2013,,22/10/2013,,,22/10/2013,,35,Bretagne
1644,28/10/2013,1,N,OXA-48  ,28/10/2013,,,,,,28/10/2013,,54,Grand Est
1645,22/10/2013,1,N,OXA-48  ,22/10/2013,,,,,,22/10/2013,,67,Grand Est
1646,22/10/2013,1,N,VIM  ,22/10/2013,,,,22/10/2013,,,,75,IledeFrance
1647,26/10/2013,1,N,OXA-48  ,26/10/2013,,,,,,26/10/2013,,93,IledeFrance
1648,25/10/2013,1,N,OXA-48  ,25/10/2013,,,,,,25/10/2013,,75,IledeFrance
1649,29/10/2013,1,N,OXA-48  ,29/10/2013,,,,,,29/10/2013,,92,IledeFrance
1650,3/11/13,1,N,OXA-48  ,3/11/13,,,,,,3/11/13,,93,IledeFrance
1651,13/12/2013,1,N,OXA-48  ,13/12/2013,,,,,,13/12/2013,,59,Hauts-de-France
1652,15/11/2013,1,N,OXA-48  ,15/11/2013,,,,,,15/11/2013,,42,AuvergneRhoneAlpes
1653,4/11/13,1,N,OXA-48  ,4/11/13,,,,,,4/11/13,,77,IledeFrance
1654,9/8/13,6,N,OXA-48  ,,9/8/13,,9/8/13,,,9/8/13,,94,IledeFrance
1655,14/10/2013,1,N,OXA-48  ,14/10/2013,,,,,,14/10/2013,,83,ProvenceAlpesCotedAzur
1656,15/10/2013,1,N,OXA-48  ,15/10/2013,,,,,,15/10/2013,,6,ProvenceAlpesCotedAzur
1657,14/11/2013,1,N,OXA-48  ,14/11/2013,,,,,,14/11/2013,,75,IledeFrance
1658,15/11/2013,1,N,OXA-48  ,15/11/2013,,,,,,15/11/2013,,91,IledeFrance
1659,2/11/13,1,N,VIM  ,2/11/13,,,,2/11/13,,,,13,ProvenceAlpesCotedAzur
1660,30/10/2013,1,N,OXA-48 NDM-5 ,30/10/2013,,,,,,30/10/2013,30/10/2013,13,ProvenceAlpesCotedAzur
1661,8/11/13,1,N,OXA-48  ,8/11/13,,,,,,8/11/13,,38,AuvergneRhoneAlpes
1662,10/7/13,2,N,OXA-48  ,,10/7/13,,,,,10/7/13,,75,IledeFrance
1663,13/11/2013,1,N,OXA-48  ,13/11/2013,,,,,,13/11/2013,,54,Grand Est
1664,18/11/2013,1,N,OXA-48  ,18/11/2013,,,,,,18/11/2013,,42,AuvergneRhoneAlpes
1665,19/11/2013,1,N,NDM  ,19/11/2013,,,,,,,19/11/2013,69,AuvergneRhoneAlpes
1666,22/11/2013,1,N,OXA-48  ,22/11/2013,,,,,,22/11/2013,,83,ProvenceAlpesCotedAzur
1667,29/11/2013,3,N,OXA-48  ,,29/11/2013,,,,,29/11/2013,,30,Occitanie
1668,28/11/2013,1,N,KPC  ,28/11/2013,,,,,28/11/2013,,,94,IledeFrance
1669,25/11/2013,1,N,VIM  ,25/11/2013,,,,25/11/2013,,,,13,ProvenceAlpesCotedAzur
1670,4/12/13,1,N,OXA-48  ,4/12/13,,,,,,4/12/13,,29,Bretagne
1671,22/11/2013,1,N,OXA-48  ,22/11/2013,,,,,,22/11/2013,,82,Occitanie
1672,21/11/2013,1,N,OXA-48  ,21/11/2013,,,,,,21/11/2013,,38,AuvergneRhoneAlpes
1673,30/11/2013,1,N,OXA-48  ,30/11/2013,,,,,,30/11/2013,,75,IledeFrance
1674,25/11/2013,1,N,VIM  ,25/11/2013,,,,25/11/2013,,,,13,ProvenceAlpesCotedAzur
1675,21/11/2013,1,N,OXA-48  ,21/11/2013,,,,,,21/11/2013,,13,ProvenceAlpesCotedAzur
1676,26/11/2013,1,N,OXA-48  ,26/11/2013,,,,,,26/11/2013,,13,ProvenceAlpesCotedAzur
1677,1/12/13,1,N,OXA-48  ,1/12/13,,,,,,1/12/13,,83,ProvenceAlpesCotedAzur
1678,27/11/2013,1,N,OXA-48  ,27/11/2013,,,,,,27/11/2013,,13,ProvenceAlpesCotedAzur
1679,6/11/13,1,N,OXA-48  ,6/11/13,,,,,,6/11/13,,83,ProvenceAlpesCotedAzur
1680,26/11/2013,1,N,OXA-48  ,26/11/2013,,,,,,26/11/2013,,24,Nouvelle-Aquitaine
1681,2/12/13,1,N,OXA-48  ,2/12/13,,,,,,2/12/13,,93,IledeFrance
1682,23/11/2013,1,N,OXA-48  ,23/11/2013,,,,,,23/11/2013,,13,ProvenceAlpesCotedAzur
1683,10/12/13,1,N,OXA-48  ,10/12/13,,,,,,10/12/13,,59,Hauts-de-France
1684,10/12/13,1,N,OXA-48  ,10/12/13,,,,,,10/12/13,,37,Centre-Val de Loire
1685,13/12/2013,1,N,OXA-48  ,13/12/2013,,,,,,13/12/2013,,31,Occitanie
1686,12/12/13,1,N,OXA-48  ,12/12/13,,,,,,12/12/13,,76,Normandie
1687,23/12/2013,1,N,OXA-48  ,23/12/2013,,,,,,23/12/2013,,59,Hauts-de-France
1688,19/12/2013,1,N,OXA-48  ,19/12/2013,,,,,,19/12/2013,,29,Bretagne
1689,2/12/13,1,N,OXA-48  ,2/12/13,,,,,,2/12/13,,67,Grand Est
1690,24/12/2013,1,N,VIM  ,24/12/2013,,,,24/12/2013,,,,13,ProvenceAlpesCotedAzur
1691,6/1/14,1,N,VIM  ,6/1/14,,,,6/1/14,,,,75,IledeFrance
1692,8/1/14,1,N,OXA-48  ,8/1/14,,,,,,8/1/14,,91,IledeFrance
1693,9/1/14,1,N,OXA-48  ,9/1/14,,,,,,9/1/14,,93,IledeFrance
1694,14/01/2014,2,N,NDM  ,,14/01/2014,,,,,,14/01/2014,93,IledeFrance
1695,14/01/2014,2,N,OXA-48  ,,14/01/2014,,,,,14/01/2014,,59,Hauts-de-France
1696,27/02/2014,1,N,OXA-48  ,27/02/2014,,,,,,27/02/2014,,59,Hauts-de-France
1697,30/01/2014,1,N,OXA-48  ,30/01/2014,,,,,,30/01/2014,,59,Hauts-de-France
1698,26/02/2014,1,N,OXA-48  ,26/02/2014,,,,,,26/02/2014,,59,Hauts-de-France
1699,18/01/2014,1,N,OXA-48  ,18/01/2014,,,,,,18/01/2014,,54,Grand Est
1700,21/01/2014,1,N,OXA-48  ,21/01/2014,,,,,,21/01/2014,,13,ProvenceAlpesCotedAzur
1701,4/6/13,1,N,OXA-48  ,4/6/13,,,,,,4/6/13,,44,Pays de la Loire
1702,28/01/2014,1,N,OXA-48  ,28/01/2014,,,,,,28/01/2014,,75,IledeFrance
1703,5/12/13,1,N,VIM  ,5/12/13,,,,5/12/13,,,,94,IledeFrance
1704,6/12/13,1,N,OXA-48  ,6/12/13,,,,,,6/12/13,,54,Grand Est
1705,25/01/2014,1,N,OXA-48  ,25/01/2014,,,,,,25/01/2014,,78,IledeFrance
1706,1/8/13,1,N,OXA-48  ,1/8/13,,,,,,1/8/13,,44,Pays de la Loire
1707,11/12/13,1,N,OXA-48  ,11/12/13,,,,,,11/12/13,,69,AuvergneRhoneAlpes
1708,31/01/2014,1,N,OXA-48  ,31/01/2014,,,,,,31/01/2014,,77,IledeFrance
1709,29/01/2014,2,N,OXA-48  ,,29/01/2014,,,,,29/01/2014,,83,ProvenceAlpesCotedAzur
1710,26/04/2013,1,N,OXA-48  ,26/04/2013,,,,,,26/04/2013,,9,Occitanie
1711,6/12/13,3,N,OXA-48  ,,6/12/13,,,,,6/12/13,,44,Pays de la Loire
1712,29/01/2014,1,N,OXA-48  ,29/01/2014,,,,,,29/01/2014,,75,IledeFrance
1713,19/02/2014,2,N,OXA-48  ,,19/02/2014,,,,,19/02/2014,,36,Centre-Val de Loire
