Episode;DateEpisode;TotalCases;Imported;Mechanism;DateOneCase;DateMoreOneCase;DateImported;DateMoreFiveCases;VIM;KPC;OXA48;NDM;Department;Region
240;18/06/2012;2;N;OXA-48  ;;18/06/2012;;;;;18/06/2012;;37;Centre-Val de Loire
241;19/06/2012;1;N;OXA-48  ;19/06/2012;;;;;;19/06/2012;;59;Hauts-de-France
242;21/06/2012;1;N;OXA-48  ;21/06/2012;;;;;;21/06/2012;;92;Ile-de-France
243;22/06/2012;1;O;NDM-1  ;22/06/2012;;22/06/2012;;;;;22/06/2012;75;Ile-de-France
244;22/06/2012;6;N;OXA-48  ;;22/06/2012;;22/06/2012;;;22/06/2012;;93;Ile-de-France
245;23/06/2012;1;N;KPC  ;23/06/2012;;;;;23/06/2012;;;13;Provence-Alpes-Cote d'Azur
246;25/06/2012;1;O;NDM  ;25/06/2012;;25/06/2012;;;;;25/06/2012;59;Hauts-de-France
247;01/07/2012;1;N;OXA-48  ;01/07/2012;;;;;;01/07/2012;;92;Ile-de-France
248;04/07/2012;1;N;OXA-48  ;04/07/2012;;;;;;04/07/2012;;75;Ile-de-France
249;05/07/2012;1;O;OXA-48  ;05/07/2012;;05/07/2012;;;;05/07/2012;;90;Bourgogne-Franche-Comte
250;06/07/2012;1;O;OXA-48  ;06/07/2012;;06/07/2012;;;;06/07/2012;;94;Ile-de-France
251;06/07/2012;1;O;OXA-48  ;06/07/2012;;06/07/2012;;;;06/07/2012;;78;Ile-de-France
252;10/07/2012;1;N;VIM  ;10/07/2012;;;;10/07/2012;;;;83;Provence-Alpes-Cote d'Azur
253;10/07/2012;1;N;OXA-48  ;10/07/2012;;;;;;10/07/2012;;38;Auvergne-Rhone-Alpes
254;17/07/2012;1;O;NDM  ;17/07/2012;;17/07/2012;;;;;17/07/2012;92;Ile-de-France
255;17/07/2012;1;N;OXA-48  ;17/07/2012;;;;;;17/07/2012;;59;Hauts-de-France
256;23/07/2012;1;O;OXA-48  ;23/07/2012;;23/07/2012;;;;23/07/2012;;92;Ile-de-France
257;24/07/2012;72;O;OXA-48  ;;24/07/2012;24/07/2012;24/07/2012;;;24/07/2012;;49;Pays de la Loire
258;26/07/2012;1;O;OXA-48  ;26/07/2012;;26/07/2012;;;;26/07/2012;;94;Ile-de-France
259;26/07/2012;3;N;OXA-48  ;;26/07/2012;;;;;26/07/2012;;59;Hauts-de-France
260;27/07/2012;1;N;OXA-48  ;27/07/2012;;;;;;27/07/2012;;93;Ile-de-France
261;28/07/2012;1;O;VIM  ;28/07/2012;;28/07/2012;;28/07/2012;;;;95;Ile-de-France
262;28/07/2012;1;O;OXA-48  ;28/07/2012;;28/07/2012;;;;28/07/2012;;75;Ile-de-France
263;29/07/2012;1;N;OXA-48  ;29/07/2012;;;;;;29/07/2012;;69;Auvergne-Rhone-Alpes
264;03/08/2012;1;O;OXA-48  ;03/08/2012;;03/08/2012;;;;03/08/2012;;65;Occitanie
265;03/08/2012;1;O;OXA-48  ;03/08/2012;;03/08/2012;;;;03/08/2012;;60;Hauts-de-France
266;04/08/2012;1;O;VIM  ;04/08/2012;;04/08/2012;;04/08/2012;;;;75;Ile-de-France
267;04/08/2012;1;N;OXA-48  ;04/08/2012;;;;;;04/08/2012;;92;Ile-de-France
268;06/08/2012;1;N;OXA-48  ;06/08/2012;;;;;;06/08/2012;;75;Ile-de-France
269;07/08/2012;1;N;OXA-48  ;07/08/2012;;;;;;07/08/2012;;54;Grand Est
270;09/08/2012;1;O;OXA-48  ;09/08/2012;;09/08/2012;;;;09/08/2012;;75;Ile-de-France
271;15/08/2012;1;O;OXA-48  ;15/08/2012;;15/08/2012;;;;15/08/2012;;94;Ile-de-France
272;15/08/2012;1;O;OXA-48  ;15/08/2012;;15/08/2012;;;;15/08/2012;;91;Ile-de-France
273;15/08/2012;1;N;OXA-48  ;15/08/2012;;;;;;15/08/2012;;91;Ile-de-France
274;16/08/2012;2;N;OXA-48  ;;16/08/2012;;;;;16/08/2012;;93;Ile-de-France
275;17/08/2012;1;N;OXA-48  ;17/08/2012;;;;;;17/08/2012;;7;Auvergne-Rhone-Alpes
276;20/08/2012;1;N;OXA-48  ;20/08/2012;;;;;;20/08/2012;;37;Centre-Val de Loire
277;21/08/2012;1;O;OXA-48  ;21/08/2012;;21/08/2012;;;;21/08/2012;;73;Auvergne-Rhone-Alpes
278;21/08/2012;149;N;OXA-48  ;;21/08/2012;;21/08/2012;;;21/08/2012;;59;Hauts-de-France
279;21/08/2012;3;N;OXA-48  ;;21/08/2012;;;;;21/08/2012;;33;Nouvelle-Aquitaine
280;21/08/2012;1;N;OXA-48  ;21/08/2012;;;;;;21/08/2012;;95;Ile-de-France
281;21/08/2012;1;N;OXA-48  ;21/08/2012;;;;;;21/08/2012;;13;Provence-Alpes-Cote d'Azur
282;22/08/2012;1;O;OXA-48  ;22/08/2012;;22/08/2012;;;;22/08/2012;;75;Ile-de-France
283;23/08/2012;1;O;KPC  ;23/08/2012;;23/08/2012;;;23/08/2012;;;34;Occitanie
284;25/08/2012;1;O;OXA-48  ;25/08/2012;;25/08/2012;;;;25/08/2012;;93;Ile-de-France
285;28/08/2012;1;O;OXA-48  ;28/08/2012;;28/08/2012;;;;28/08/2012;;92;Ile-de-France
286;30/08/2012;1;O;OXA-48  ;30/08/2012;;30/08/2012;;;;30/08/2012;;77;Ile-de-France
287;30/08/2012;1;O;OXA-48  ;30/08/2012;;30/08/2012;;;;30/08/2012;;93;Ile-de-France
288;01/09/2012;18;N;OXA-48  ;;01/09/2012;;01/09/2012;;;01/09/2012;;20;Corse
289;01/09/2012;9;N;KPC  ;;01/09/2012;;01/09/2012;;01/09/2012;;;20;Corse
290;01/09/2012;2;N;KPC  ;;01/09/2012;;;;01/09/2012;;;20;Corse
291;05/09/2012;2;O;OXA-48  ;;05/09/2012;05/09/2012;;;;05/09/2012;;93;Ile-de-France
292;05/09/2012;2;N;OXA-48  ;;05/09/2012;;;;;05/09/2012;;93;Ile-de-France
293;09/09/2012;1;N;KPC  ;09/09/2012;;;;;09/09/2012;;;94;Ile-de-France
294;10/09/2012;1;N;OXA-48  ;10/09/2012;;;;;;10/09/2012;;29;Bretagne
295;12/09/2012;1;O;NDM  ;12/09/2012;;12/09/2012;;;;;12/09/2012;92;Ile-de-France
296;12/09/2012;1;O;OXA-48  ;12/09/2012;;12/09/2012;;;;12/09/2012;;92;Ile-de-France
297;12/09/2012;1;O;OXA-48  ;12/09/2012;;12/09/2012;;;;12/09/2012;;75;Ile-de-France
298;12/09/2012;1;O;NDM-1  ;12/09/2012;;12/09/2012;;;;;12/09/2012;75;Ile-de-France
299;12/09/2012;1;O;OXA-48  ;12/09/2012;;12/09/2012;;;;12/09/2012;;92;Ile-de-France
300;13/09/2012;1;O;OXA-48  ;13/09/2012;;13/09/2012;;;;13/09/2012;;92;Ile-de-France
301;13/09/2012;1;O;NDM-1  ;13/09/2012;;13/09/2012;;;;;13/09/2012;94;Ile-de-France
302;14/09/2012;1;N;VIM  ;14/09/2012;;;;14/09/2012;;;;75;Ile-de-France
303;15/09/2012;1;N;OXA-48  ;15/09/2012;;;;;;15/09/2012;;75;Ile-de-France
304;18/09/2012;1;O;NDM-1  ;18/09/2012;;18/09/2012;;;;;18/09/2012;974;La Reunion
305;19/09/2012;1;O;OXA-48  ;19/09/2012;;19/09/2012;;;;19/09/2012;;75;Ile-de-France
306;20/09/2012;1;O;KPC  ;20/09/2012;;20/09/2012;;;20/09/2012;;;92;Ile-de-France
307;21/09/2012;1;O;OXA-48  ;21/09/2012;;21/09/2012;;;;21/09/2012;;93;Ile-de-France
308;21/09/2012;194;N;OXA-48  ;;21/09/2012;;21/09/2012;;;21/09/2012;;6;Provence-Alpes-Cote d'Azur
309;21/09/2012;1;N;OXA-48  ;21/09/2012;;;;;;21/09/2012;;33;Nouvelle-Aquitaine
310;22/09/2012;1;N;OXA-48  ;22/09/2012;;;;;;22/09/2012;;14;Normandie
311;25/09/2012;1;N;OXA-48  ;25/09/2012;;;;;;25/09/2012;;93;Ile-de-France
312;26/09/2012;3;N;VIM  ;;26/09/2012;;;26/09/2012;;;;13;Provence-Alpes-Cote d'Azur
313;26/09/2012;5;N;OXA-48  ;;26/09/2012;;;;;26/09/2012;;91;Ile-de-France
314;27/09/2012;1;N;OXA-48  ;27/09/2012;;;;;;27/09/2012;;75;Ile-de-France
315;27/09/2012;1;N;KPC  ;27/09/2012;;;;;27/09/2012;;;93;Ile-de-France
316;28/09/2012;1;N;OXA-48  ;28/09/2012;;;;;;28/09/2012;;75;Ile-de-France
317;28/09/2012;1;N;OXA-48  ;28/09/2012;;;;;;28/09/2012;;78;Ile-de-France
318;28/09/2012;1;N;OXA-48  ;28/09/2012;;;;;;28/09/2012;;93;Ile-de-France
319;29/09/2012;2;O;KPC  ;;29/09/2012;29/09/2012;;;29/09/2012;;;94;Ile-de-France
320;01/10/2012;1;N;KPC  ;01/10/2012;;;;;01/10/2012;;;13;Provence-Alpes-Cote d'Azur
321;01/10/2012;1;N;KPC  ;01/10/2012;;;;;01/10/2012;;;34;Occitanie
322;04/10/2012;1;O;OXA-48  ;04/10/2012;;04/10/2012;;;;04/10/2012;;34;Occitanie
323;04/10/2012;1;N;OXA-48  ;04/10/2012;;;;;;04/10/2012;;91;Ile-de-France
324;07/10/2012;1;O;NDM  ;07/10/2012;;07/10/2012;;;;;07/10/2012;75;Ile-de-France
325;08/10/2012;1;N;OXA-48  ;08/10/2012;;;;;;08/10/2012;;75;Ile-de-France
326;08/10/2012;1;N;VIM  ;08/10/2012;;;;08/10/2012;;;;67;Grand Est
327;08/10/2012;1;N;OXA-48  ;08/10/2012;;;;;;08/10/2012;;75;Ile-de-France
328;08/10/2012;3;N;OXA-48  ;;08/10/2012;;;;;08/10/2012;;94;Ile-de-France
329;09/10/2012;1;O;KPC  ;09/10/2012;;09/10/2012;;;09/10/2012;;;75;Ile-de-France
330;09/10/2012;1;O;NDM-1  ;09/10/2012;;09/10/2012;;;;;09/10/2012;75;Ile-de-France
331;10/10/2012;1;N;OXA-48  ;10/10/2012;;;;;;10/10/2012;;75;Ile-de-France
332;11/10/2012;1;N;NDM  ;11/10/2012;;;;;;;11/10/2012;69;Auvergne-Rhone-Alpes
333;11/10/2012;1;N;KPC  ;11/10/2012;;;;;11/10/2012;;;93;Ile-de-France
334;12/10/2012;1;N;NDM-1  ;12/10/2012;;;;;;;12/10/2012;974;La Reunion
335;15/10/2012;1;N;OXA-48  ;15/10/2012;;;;;;15/10/2012;;83;Provence-Alpes-Cote d'Azur
336;16/10/2012;1;N;OXA-48  ;16/10/2012;;;;;;16/10/2012;;94;Ile-de-France
337;16/10/2012;1;N;OXA-48  ;16/10/2012;;;;;;16/10/2012;;6;Provence-Alpes-Cote d'Azur
338;18/10/2012;1;O;OXA-48  ;18/10/2012;;18/10/2012;;;;18/10/2012;;92;Ile-de-France
339;18/10/2012;1;O;NDM-1  ;18/10/2012;;18/10/2012;;;;;18/10/2012;75;Ile-de-France
340;19/10/2012;1;O;OXA-48  ;19/10/2012;;19/10/2012;;;;19/10/2012;;75;Ile-de-France
341;21/10/2012;1;O;OXA-48  ;21/10/2012;;21/10/2012;;;;21/10/2012;;75;Ile-de-France
342;25/10/2012;1;O;NDM-1  ;25/10/2012;;25/10/2012;;;;;25/10/2012;75;Ile-de-France
343;26/10/2012;1;O;OXA-48  ;26/10/2012;;26/10/2012;;;;26/10/2012;;92;Ile-de-France
344;26/10/2012;1;N;IMI  ;26/10/2012;;;;;;;;12;Occitanie
345;27/10/2012;1;O;OXA-48  ;27/10/2012;;27/10/2012;;;;27/10/2012;;94;Ile-de-France
346;27/10/2012;1;N;OXA-48  ;27/10/2012;;;;;;27/10/2012;;59;Hauts-de-France
347;29/10/2012;1;O;OXA-48  ;29/10/2012;;29/10/2012;;;;29/10/2012;;61;Normandie
348;30/10/2012;1;N;OXA-48  ;30/10/2012;;;;;;30/10/2012;;34;Occitanie
349;30/10/2012;1;N;OXA-48  ;30/10/2012;;;;;;30/10/2012;;94;Ile-de-France
350;30/10/2012;1;N;OXA-48  ;30/10/2012;;;;;;30/10/2012;;94;Ile-de-France
351;31/10/2012;1;N;OXA-48  ;31/10/2012;;;;;;31/10/2012;;59;Hauts-de-France
352;01/11/2012;1;O;OXA-48  ;01/11/2012;;01/11/2012;;;;01/11/2012;;75;Ile-de-France
353;01/11/2012;2;O;NDM  ;;01/11/2012;01/11/2012;;;;;01/11/2012;92;Ile-de-France
354;01/11/2012;1;O;NDM  ;01/11/2012;;01/11/2012;;;;;01/11/2012;92;Ile-de-France
355;05/11/2012;1;O;OXA-48  ;05/11/2012;;05/11/2012;;;;05/11/2012;;69;Auvergne-Rhone-Alpes
356;05/11/2012;1;O;OXA-48  ;05/11/2012;;05/11/2012;;;;05/11/2012;;13;Provence-Alpes-Cote d'Azur
357;06/11/2012;1;O;OXA-48  ;06/11/2012;;06/11/2012;;;;06/11/2012;;75;Ile-de-France
358;06/11/2012;1;N;OXA-48  ;06/11/2012;;;;;;06/11/2012;;20;Corse
359;06/11/2012;1;N;OXA-48  ;06/11/2012;;;;;;06/11/2012;;37;Centre-Val de Loire
360;07/11/2012;1;N;OXA-48  ;07/11/2012;;;;;;07/11/2012;;14;Normandie
361;07/11/2012;1;N;OXA-48  ;07/11/2012;;;;;;07/11/2012;;92;Ile-de-France
362;09/11/2012;1;O;OXA-48  ;09/11/2012;;09/11/2012;;;;09/11/2012;;94;Ile-de-France
363;09/11/2012;1;N;OXA-48  ;09/11/2012;;;;;;09/11/2012;;20;Corse
364;12/11/2012;1;O;OXA-48  ;12/11/2012;;12/11/2012;;;;12/11/2012;;75;Ile-de-France
365;12/11/2012;1;N;OXA-48  ;12/11/2012;;;;;;12/11/2012;;13;Provence-Alpes-Cote d'Azur
366;15/11/2012;1;N;OXA-48  ;15/11/2012;;;;;;15/11/2012;;83;Provence-Alpes-Cote d'Azur
367;16/11/2012;1;O;OXA-48  ;16/11/2012;;16/11/2012;;;;16/11/2012;;93;Ile-de-France
368;16/11/2012;1;N;OXA-48  ;16/11/2012;;;;;;16/11/2012;;26;Auvergne-Rhone-Alpes
369;17/11/2012;1;O;OXA-48  ;17/11/2012;;17/11/2012;;;;17/11/2012;;75;Ile-de-France
370;17/11/2012;1;N;NDM-1  ;17/11/2012;;;;;;;17/11/2012;974;La Reunion
371;18/11/2012;1;O;KPC NDM ;18/11/2012;;18/11/2012;;;18/11/2012;;18/11/2012;75;Ile-de-France
372;19/11/2012;1;N;OXA-48  ;19/11/2012;;;;;;19/11/2012;;75;Ile-de-France
373;21/11/2012;1;O;VIM  ;21/11/2012;;21/11/2012;;21/11/2012;;;;75;Ile-de-France
374;23/11/2012;1;O;OXA-48  ;23/11/2012;;23/11/2012;;;;23/11/2012;;94;Ile-de-France
375;23/11/2012;1;N;OXA-48  ;23/11/2012;;;;;;23/11/2012;;13;Provence-Alpes-Cote d'Azur
376;23/11/2012;1;N;OXA-48  ;23/11/2012;;;;;;23/11/2012;;75;Ile-de-France
377;24/11/2012;1;N;NDM-1  ;24/11/2012;;;;;;;24/11/2012;59;Hauts-de-France
378;24/11/2012;1;N;OXA-48  ;24/11/2012;;;;;;24/11/2012;;94;Ile-de-France
379;26/11/2012;3;O;OXA-48  ;;26/11/2012;26/11/2012;;;;26/11/2012;;34;Occitanie
380;26/11/2012;20;N;OXA-48  ;;26/11/2012;;26/11/2012;;;26/11/2012;;34;Occitanie
381;27/11/2012;1;O;OXA-48  ;27/11/2012;;27/11/2012;;;;27/11/2012;;78;Ile-de-France
382;27/11/2012;1;O;NDM  ;27/11/2012;;27/11/2012;;;;;27/11/2012;75;Ile-de-France
383;28/11/2012;1;N;OXA-48  ;28/11/2012;;;;;;28/11/2012;;91;Ile-de-France
384;28/11/2012;1;N;OXA-48  ;28/11/2012;;;;;;28/11/2012;;91;Ile-de-France
385;04/12/2012;1;N;OXA-48  ;04/12/2012;;;;;;04/12/2012;;83;Provence-Alpes-Cote d'Azur
386;04/12/2012;4;N;OXA-48  ;;04/12/2012;;;;;04/12/2012;;83;Provence-Alpes-Cote d'Azur
387;05/12/2012;1;O;OXA-48  ;05/12/2012;;05/12/2012;;;;05/12/2012;;92;Ile-de-France
388;06/12/2012;1;O;OXA-48  ;06/12/2012;;06/12/2012;;;;06/12/2012;;74;Auvergne-Rhone-Alpes
389;06/12/2012;1;O;VIM  ;06/12/2012;;06/12/2012;;06/12/2012;;;;25;Bourgogne-Franche-Comte
390;13/12/2012;1;N;OXA-48  ;13/12/2012;;;;;;13/12/2012;;94;Ile-de-France
391;14/12/2012;1;O;KPC  ;14/12/2012;;14/12/2012;;;14/12/2012;;;69;Auvergne-Rhone-Alpes
392;14/12/2012;1;O;KPC  ;14/12/2012;;14/12/2012;;;14/12/2012;;;73;Auvergne-Rhone-Alpes
393;17/12/2012;1;O;NDM  ;17/12/2012;;17/12/2012;;;;;17/12/2012;92;Ile-de-France
394;18/12/2012;1;O;OXA-48  ;18/12/2012;;18/12/2012;;;;18/12/2012;;95;Ile-de-France
395;18/12/2012;2;O;OXA-48  ;;18/12/2012;18/12/2012;;;;18/12/2012;;75;Ile-de-France
396;18/12/2012;1;N;KPC  ;18/12/2012;;;;;18/12/2012;;;93;Ile-de-France
397;20/12/2012;1;O;OXA-48  ;20/12/2012;;20/12/2012;;;;20/12/2012;;42;Auvergne-Rhone-Alpes
398;21/12/2012;1;N;OXA-48  ;21/12/2012;;;;;;21/12/2012;;34;Occitanie
399;22/12/2012;2;O;OXA-48  ;;22/12/2012;22/12/2012;;;;22/12/2012;;13;Provence-Alpes-Cote d'Azur
400;22/12/2012;1;N;NDM  ;22/12/2012;;;;;;;22/12/2012;94;Ile-de-France
401;24/12/2012;1;N;OXA-48  ;24/12/2012;;;;;;24/12/2012;;83;Provence-Alpes-Cote d'Azur
402;24/12/2012;1;N;OXA-48  ;24/12/2012;;;;;;24/12/2012;;83;Provence-Alpes-Cote d'Azur
403;27/12/2012;1;O;OXA-48  ;27/12/2012;;27/12/2012;;;;27/12/2012;;75;Ile-de-France
404;28/12/2012;1;O;NDM  ;28/12/2012;;28/12/2012;;;;;28/12/2012;91;Ile-de-France
405;28/12/2012;1;N;OXA-48  ;28/12/2012;;;;;;28/12/2012;;94;Ile-de-France
406;28/12/2012;1;N;OXA-48  ;28/12/2012;;;;;;28/12/2012;;91;Ile-de-France
407;31/12/2012;1;N;VIM  ;31/12/2012;;;;31/12/2012;;;;77;Ile-de-France
408;02/01/2013;1;O;OXA-48  ;02/01/2013;;02/01/2013;;;;02/01/2013;;42;Auvergne-Rhone-Alpes
409;03/01/2013;1;N;OXA-48  ;03/01/2013;;;;;;03/01/2013;;75;Ile-de-France
410;03/01/2013;1;N;KPC  ;03/01/2013;;;;;03/01/2013;;;77;Ile-de-France
411;03/01/2013;1;N;OXA-48  ;03/01/2013;;;;;;03/01/2013;;83;Provence-Alpes-Cote d'Azur
412;07/01/2013;1;O;OXA-48  ;07/01/2013;;07/01/2013;;;;07/01/2013;;38;Auvergne-Rhone-Alpes
413;07/01/2013;1;N;OXA-48  ;07/01/2013;;;;;;07/01/2013;;92;Ile-de-France
414;07/01/2013;1;N;VIM  ;07/01/2013;;;;07/01/2013;;;;38;Auvergne-Rhone-Alpes
415;07/01/2013;1;N;OXA-48  ;07/01/2013;;;;;;07/01/2013;;56;Bretagne
416;07/01/2013;1;N;NDM-1  ;07/01/2013;;;;;;;07/01/2013;974;La Reunion
417;08/01/2013;1;N;OXA-48  ;08/01/2013;;;;;;08/01/2013;;77;Ile-de-France
418;11/01/2013;4;N;OXA-48  ;;11/01/2013;;;;;11/01/2013;;93;Ile-de-France
419;15/01/2013;1;O;IMP  ;15/01/2013;;15/01/2013;;;;;;75;Ile-de-France
420;16/01/2013;1;O;NDM  ;16/01/2013;;16/01/2013;;;;;16/01/2013;77;Ile-de-France
421;16/01/2013;1;N;OXA-48  ;16/01/2013;;;;;;16/01/2013;;31;Occitanie
422;17/01/2013;1;N;OXA-48  ;17/01/2013;;;;;;17/01/2013;;94;Ile-de-France
423;19/01/2013;1;O;NDM  ;19/01/2013;;19/01/2013;;;;;19/01/2013;92;Ile-de-France
424;20/01/2013;5;O;OXA-48  ;;20/01/2013;20/01/2013;;;;20/01/2013;;93;Ile-de-France
425;21/01/2013;1;N;OXA-48  ;21/01/2013;;;;;;21/01/2013;;75;Ile-de-France
426;24/01/2013;1;O;OXA-48  ;24/01/2013;;24/01/2013;;;;24/01/2013;;92;Ile-de-France
427;25/01/2013;1;O;NDM-1  ;25/01/2013;;25/01/2013;;;;;25/01/2013;75;Ile-de-France
428;25/01/2013;6;N;OXA-48  ;;25/01/2013;;25/01/2013;;;25/01/2013;;25;Bourgogne-Franche-Comte
429;31/01/2013;1;O;KPC  ;31/01/2013;;31/01/2013;;;31/01/2013;;;94;Ile-de-France
430;31/01/2013;2;N;OXA-48  ;;31/01/2013;;;;;31/01/2013;;5;Provence-Alpes-Cote d'Azur
431;01/02/2013;1;N;OXA-48  ;01/02/2013;;;;;;01/02/2013;;75;Ile-de-France
432;02/02/2013;1;O;OXA-48  ;02/02/2013;;02/02/2013;;;;02/02/2013;;67;Grand Est
433;02/02/2013;1;N;OXA-48  ;02/02/2013;;;;;;02/02/2013;;94;Ile-de-France
434;04/02/2013;1;N;OXA-48  ;04/02/2013;;;;;;04/02/2013;;94;Ile-de-France
435;05/02/2013;1;N;OXA-48  ;05/02/2013;;;;;;05/02/2013;;93;Ile-de-France
436;08/02/2013;1;O;OXA-48  ;08/02/2013;;08/02/2013;;;;08/02/2013;;95;Ile-de-France
437;08/02/2013;1;N;OXA-48  ;08/02/2013;;;;;;08/02/2013;;83;Provence-Alpes-Cote d'Azur
438;09/02/2013;1;N;OXA-48  ;09/02/2013;;;;;;09/02/2013;;63;Auvergne-Rhone-Alpes
439;11/02/2013;1;N;OXA-48  ;11/02/2013;;;;;;11/02/2013;;92;Ile-de-France
440;14/02/2013;1;N;OXA-48  ;14/02/2013;;;;;;14/02/2013;;95;Ile-de-France
441;19/02/2013;1;O;NDM  ;19/02/2013;;19/02/2013;;;;;19/02/2013;93;Ile-de-France
442;19/02/2013;3;N;OXA-48  ;;19/02/2013;;;;;19/02/2013;;75;Ile-de-France
443;21/02/2013;1;N;NDM  ;21/02/2013;;;;;;;21/02/2013;93;Ile-de-France
444;23/02/2013;1;O;VIM  ;23/02/2013;;23/02/2013;;23/02/2013;;;;75;Ile-de-France
445;24/02/2013;1;O;OXA-48  ;24/02/2013;;24/02/2013;;;;24/02/2013;;92;Ile-de-France
446;24/02/2013;1;N;OXA-48  ;24/02/2013;;;;;;24/02/2013;;13;Provence-Alpes-Cote d'Azur
447;25/02/2013;1;O;OXA-48  ;25/02/2013;;25/02/2013;;;;25/02/2013;;75;Ile-de-France
448;25/02/2013;1;O;OXA-48  ;25/02/2013;;25/02/2013;;;;25/02/2013;;94;Ile-de-France
449;25/02/2013;1;N;NDM-1  ;25/02/2013;;;;;;;25/02/2013;59;Hauts-de-France
450;25/02/2013;1;N;VIM  ;25/02/2013;;;;25/02/2013;;;;13;Provence-Alpes-Cote d'Azur
451;25/02/2013;1;N;OXA-48  ;25/02/2013;;;;;;25/02/2013;;94;Ile-de-France
452;28/02/2013;4;O;OXA-48  ;;28/02/2013;28/02/2013;;;;28/02/2013;;75;Ile-de-France
453;28/02/2013;2;O;NDM-1  ;;28/02/2013;28/02/2013;;;;;28/02/2013;974;La Reunion
454;28/02/2013;1;O;OXA-48  ;28/02/2013;;28/02/2013;;;;28/02/2013;;75;Ile-de-France
455;28/02/2013;1;N;OXA-48  ;28/02/2013;;;;;;28/02/2013;;6;Provence-Alpes-Cote d'Azur
456;01/03/2013;1;N;OXA-48  ;01/03/2013;;;;;;01/03/2013;;91;Ile-de-France
457;01/03/2013;143;N;OXA-48  ;;01/03/2013;;01/03/2013;;;01/03/2013;;44;Pays de la Loire
458;03/03/2013;4;N;OXA-48  ;;03/03/2013;;;;;03/03/2013;;94;Ile-de-France
459;04/03/2013;1;O;OXA-48  ;04/03/2013;;04/03/2013;;;;04/03/2013;;54;Grand Est
460;04/03/2013;1;N;OXA-48  ;04/03/2013;;;;;;04/03/2013;;75;Ile-de-France
461;06/03/2013;1;N;OXA-48  ;06/03/2013;;;;;;06/03/2013;;75;Ile-de-France
462;08/03/2013;1;O;OXA-48  ;08/03/2013;;08/03/2013;;;;08/03/2013;;34;Occitanie
463;08/03/2013;1;O;NDM  ;08/03/2013;;08/03/2013;;;;;08/03/2013;37;Centre-Val de Loire
464;08/03/2013;1;N;OXA-48  ;08/03/2013;;;;;;08/03/2013;;91;Ile-de-France
465;08/03/2013;1;N;NDM-1  ;08/03/2013;;;;;;;08/03/2013;78;Ile-de-France
466;08/03/2013;1;N;OXA-48  ;08/03/2013;;;;;;08/03/2013;;91;Ile-de-France
467;08/03/2013;1;N;OXA-48  ;08/03/2013;;;;;;08/03/2013;;34;Occitanie
468;09/03/2013;1;O;OXA-48  ;09/03/2013;;09/03/2013;;;;09/03/2013;;75;Ile-de-France
469;11/03/2013;1;O;OXA-48  ;11/03/2013;;11/03/2013;;;;11/03/2013;;6;Provence-Alpes-Cote d'Azur
470;13/03/2013;1;O;NDM-6  ;13/03/2013;;13/03/2013;;;;;13/03/2013;974;La Reunion
471;13/03/2013;1;O;OXA-48  ;13/03/2013;;13/03/2013;;;;13/03/2013;;94;Ile-de-France
472;14/03/2013;2;N;OXA-48  ;;14/03/2013;;;;;14/03/2013;;2;Hauts-de-France
473;15/03/2013;1;O;OXA-48  ;15/03/2013;;15/03/2013;;;;15/03/2013;;31;Occitanie
474;16/03/2013;1;O;KPC  ;16/03/2013;;16/03/2013;;;16/03/2013;;;64;Nouvelle-Aquitaine
475;20/03/2013;1;O;OXA-48  ;20/03/2013;;20/03/2013;;;;20/03/2013;;75;Ile-de-France
476;20/03/2013;1;O;OXA-48  ;20/03/2013;;20/03/2013;;;;20/03/2013;;75;Ile-de-France
477;21/03/2013;1;N;OXA-48  ;21/03/2013;;;;;;21/03/2013;;83;Provence-Alpes-Cote d'Azur
478;24/03/2013;1;N;OXA-48  ;24/03/2013;;;;;;24/03/2013;;57;Grand Est
479;25/03/2013;1;O;OXA-48  ;25/03/2013;;25/03/2013;;;;25/03/2013;;44;Pays de la Loire
480;25/03/2013;1;N;VIM  ;25/03/2013;;;;25/03/2013;;;;13;Provence-Alpes-Cote d'Azur
481;26/03/2013;1;O;OXA-48  ;26/03/2013;;26/03/2013;;;;26/03/2013;;92;Ile-de-France
482;30/03/2013;1;N;OXA-48  ;30/03/2013;;;;;;30/03/2013;;83;Provence-Alpes-Cote d'Azur
483;02/04/2013;1;N;OXA-48  ;02/04/2013;;;;;;02/04/2013;;4;Provence-Alpes-Cote d'Azur
484;03/04/2013;1;N;OXA-48  ;03/04/2013;;;;;;03/04/2013;;33;Nouvelle-Aquitaine
485;04/04/2013;1;O;OXA-181 NDM-1 ;04/04/2013;;04/04/2013;;;;;04/04/2013;80;Hauts-de-France
486;05/04/2013;1;O;KPC  ;05/04/2013;;05/04/2013;;;05/04/2013;;;94;Ile-de-France
487;05/04/2013;1;N;OXA-48  ;05/04/2013;;;;;;05/04/2013;;75;Ile-de-France
488;05/04/2013;20;N;NDM-1  ;;05/04/2013;;05/04/2013;;;;05/04/2013;81;Occitanie
489;06/04/2013;1;O;OXA-48  ;06/04/2013;;06/04/2013;;;;06/04/2013;;94;Ile-de-France
490;09/04/2013;1;O;OXA-48  ;09/04/2013;;09/04/2013;;;;09/04/2013;;92;Ile-de-France
491;10/04/2013;1;N;OXA-48  ;10/04/2013;;;;;;10/04/2013;;31;Occitanie
