Episode;DateEpisode;TotalCases;Imported;Mechanism;DateOneCase;DateMoreOneCase;DateImported;DateMoreFiveCases;VIM;KPC;OXA48;NDM;Department;Region
1505;05/01/2015;1;N;OXA-48  ;05/01/2015;;;;;;05/01/2015;;57;Grand Est
1506;06/01/2015;1;N;OXA-48  ;06/01/2015;;;;;;06/01/2015;;44;Pays de la Loire
1507;06/01/2015;1;N;KPC  ;06/01/2015;;;;;06/01/2015;;;33;Nouvelle-Aquitaine
1508;06/01/2015;1;N;VIM-1  ;06/01/2015;;;;06/01/2015;;;;94;Ile-de-France
1509;07/01/2015;1;O;OXA-48  ;07/01/2015;;07/01/2015;;;;07/01/2015;;75;Ile-de-France
1510;07/01/2015;1;N;OXA-48  ;07/01/2015;;;;;;07/01/2015;;6;Provence-Alpes-Cote d'Azur
1511;08/01/2015;1;O;NDM-1  ;08/01/2015;;08/01/2015;;;;;08/01/2015;56;Bretagne
1512;08/01/2015;1;O;OXA-48  ;08/01/2015;;08/01/2015;;;;08/01/2015;;75;Ile-de-France
1513;09/01/2015;3;O;OXA-48  ;;09/01/2015;09/01/2015;;;;09/01/2015;;75;Ile-de-France
1514;09/01/2015;1;O;OXA-48  ;09/01/2015;;09/01/2015;;;;09/01/2015;;94;Ile-de-France
1515;09/01/2015;1;N;OXA-48-like  ;09/01/2015;;;;;;09/01/2015;;67;Grand Est
1516;09/01/2015;2;N;OXA-48  ;;09/01/2015;;;;;09/01/2015;;67;Grand Est
1517;09/01/2015;2;N;NDM-1  ;;09/01/2015;;;;;;09/01/2015;974;La Reunion
1518;09/01/2015;1;N;OXA-48  ;09/01/2015;;;;;;09/01/2015;;91;Ile-de-France
1519;10/01/2015;1;N;OXA-48  ;10/01/2015;;;;;;10/01/2015;;13;Provence-Alpes-Cote d'Azur
1520;11/01/2015;1;O;OXA-48  ;11/01/2015;;11/01/2015;;;;11/01/2015;;75;Ile-de-France
1521;11/01/2015;10;N;OXA-181 NDM-1 OXA-48;;11/01/2015;;11/01/2015;;;11/01/2015;11/01/2015;93;Ile-de-France
1522;12/01/2015;1;N;OXA-48  ;12/01/2015;;;;;;12/01/2015;;38;Auvergne-Rhone-Alpes
1523;13/01/2015;1;O;OXA-48-like  ;13/01/2015;;13/01/2015;;;;13/01/2015;;59;Hauts-de-France
1524;13/01/2015;1;N;OXA-48  ;13/01/2015;;;;;;13/01/2015;;94;Ile-de-France
1525;14/01/2015;1;N;NDM-1  ;14/01/2015;;;;;;;14/01/2015;13;Provence-Alpes-Cote d'Azur
1526;14/01/2015;1;N;OXA-48  ;14/01/2015;;;;;;14/01/2015;;62;Hauts-de-France
1527;15/01/2015;1;O;OXA-48  ;15/01/2015;;15/01/2015;;;;15/01/2015;;75;Ile-de-France
1528;15/01/2015;1;O;OXA-48  ;15/01/2015;;15/01/2015;;;;15/01/2015;;75;Ile-de-France
1529;16/01/2015;1;O;OXA-48  ;16/01/2015;;16/01/2015;;;;16/01/2015;;94;Ile-de-France
1530;16/01/2015;1;O;OXA-48  ;16/01/2015;;16/01/2015;;;;16/01/2015;;94;Ile-de-France
1531;16/01/2015;1;O;OXA-181  ;16/01/2015;;16/01/2015;;;;;;60;Hauts-de-France
1532;16/01/2015;2;O;NDM-1  ;;16/01/2015;16/01/2015;;;;;16/01/2015;974;La Reunion
1533;16/01/2015;1;N;OXA-204  ;16/01/2015;;;;;;;;61;Normandie
1534;16/01/2015;1;N;OXA-48  ;16/01/2015;;;;;;16/01/2015;;75;Ile-de-France
1535;16/01/2015;1;N;OXA-48  ;16/01/2015;;;;;;16/01/2015;;59;Hauts-de-France
1536;16/01/2015;1;N;OXA-48  ;16/01/2015;;;;;;16/01/2015;;6;Provence-Alpes-Cote d'Azur
1537;16/01/2015;1;N;OXA-48  ;16/01/2015;;;;;;16/01/2015;;77;Ile-de-France
1538;17/01/2015;2;N;OXA-48  ;;17/01/2015;;;;;17/01/2015;;38;Auvergne-Rhone-Alpes
1539;17/01/2015;1;N;OXA-48  ;17/01/2015;;;;;;17/01/2015;;6;Provence-Alpes-Cote d'Azur
1540;19/01/2015;1;O;OXA-48  ;19/01/2015;;19/01/2015;;;;19/01/2015;;94;Ile-de-France
1541;19/01/2015;1;O;OXA-48  ;19/01/2015;;19/01/2015;;;;19/01/2015;;92;Ile-de-France
1542;20/01/2015;1;O;OXA-48  ;20/01/2015;;20/01/2015;;;;20/01/2015;;92;Ile-de-France
1543;20/01/2015;1;N;OXA-48  ;20/01/2015;;;;;;20/01/2015;;25;Bourgogne-Franche-Comte
1544;20/01/2015;1;N;OXA-48  ;20/01/2015;;;;;;20/01/2015;;75;Ile-de-France
1545;20/01/2015;1;N;OXA-48  ;20/01/2015;;;;;;20/01/2015;;75;Ile-de-France
1546;21/01/2015;1;O;OXA-48  ;21/01/2015;;21/01/2015;;;;21/01/2015;;72;Pays de la Loire
1547;21/01/2015;1;O;OXA-48  ;21/01/2015;;21/01/2015;;;;21/01/2015;;62;Hauts-de-France
1548;21/01/2015;1;N;OXA-232  ;21/01/2015;;;;;;;;92;Ile-de-France
1549;22/01/2015;1;O;NDM  ;22/01/2015;;22/01/2015;;;;;22/01/2015;13;Provence-Alpes-Cote d'Azur
1550;22/01/2015;1;N;OXA-48  ;22/01/2015;;;;;;22/01/2015;;77;Ile-de-France
1551;22/01/2015;1;N;OXA-48  ;22/01/2015;;;;;;22/01/2015;;13;Provence-Alpes-Cote d'Azur
1552;22/01/2015;1;N;VIM-4  ;22/01/2015;;;;22/01/2015;;;;94;Ile-de-France
1553;23/01/2015;1;O;KPC  ;23/01/2015;;23/01/2015;;;23/01/2015;;;75;Ile-de-France
1554;24/01/2015;1;O;OXA-48  ;24/01/2015;;24/01/2015;;;;24/01/2015;;91;Ile-de-France
1555;25/01/2015;1;O;OXA-48 NDM-1 ;25/01/2015;;25/01/2015;;;;25/01/2015;25/01/2015;75;Ile-de-France
1556;25/01/2015;1;N;OXA-48  ;25/01/2015;;;;;;25/01/2015;;6;Provence-Alpes-Cote d'Azur
1557;26/01/2015;1;O;OXA-48  ;26/01/2015;;26/01/2015;;;;26/01/2015;;94;Ile-de-France
1558;26/01/2015;2;N;OXA-48  ;;26/01/2015;;;;;26/01/2015;;94;Ile-de-France
1559;26/01/2015;1;N;OXA-48  ;26/01/2015;;;;;;26/01/2015;;6;Provence-Alpes-Cote d'Azur
1560;27/01/2015;2;O;OXA-48  ;;27/01/2015;27/01/2015;;;;27/01/2015;;94;Ile-de-France
1561;27/01/2015;5;O;OXA-48  ;;27/01/2015;27/01/2015;;;;27/01/2015;;94;Ile-de-France
1562;27/01/2015;1;N;OXA-48  ;27/01/2015;;;;;;27/01/2015;;75;Ile-de-France
1563;28/01/2015;1;O;NDM  ;28/01/2015;;28/01/2015;;;;;28/01/2015;86;Nouvelle-Aquitaine
1564;28/01/2015;1;N;OXA-48  ;28/01/2015;;;;;;28/01/2015;;20;Corse
1565;29/01/2015;1;O;OXA-48  ;29/01/2015;;29/01/2015;;;;29/01/2015;;93;Ile-de-France
1566;29/01/2015;1;N;OXA-48  ;29/01/2015;;;;;;29/01/2015;;42;Auvergne-Rhone-Alpes
1567;29/01/2015;1;N;OXA-48-like  ;29/01/2015;;;;;;29/01/2015;;13;Provence-Alpes-Cote d'Azur
1568;29/01/2015;1;N;OXA-48  ;29/01/2015;;;;;;29/01/2015;;91;Ile-de-France
1569;30/01/2015;1;N;OXA-48  ;30/01/2015;;;;;;30/01/2015;;28;Centre-Val de Loire
1570;30/01/2015;1;N;OXA-48  ;30/01/2015;;;;;;30/01/2015;;87;Nouvelle-Aquitaine
1571;30/01/2015;1;N;VIM  ;30/01/2015;;;;30/01/2015;;;;75;Ile-de-France
1572;31/01/2015;1;N;OXA-48  ;31/01/2015;;;;;;31/01/2015;;67;Grand Est
1573;02/02/2015;1;O;NDM-1  ;02/02/2015;;02/02/2015;;;;;02/02/2015;75;Ile-de-France
1574;02/02/2015;1;N;OXA-48  ;02/02/2015;;;;;;02/02/2015;;93;Ile-de-France
1575;02/02/2015;1;N;NDM-1  ;02/02/2015;;;;;;;02/02/2015;2;Hauts-de-France
1576;03/02/2015;1;N;OXA-48  ;03/02/2015;;;;;;03/02/2015;;25;Bourgogne-Franche-Comte
1577;03/02/2015;1;N;OXA-48  ;03/02/2015;;;;;;03/02/2015;;92;Ile-de-France
1578;04/02/2015;1;O;OXA-48  ;04/02/2015;;04/02/2015;;;;04/02/2015;;75;Ile-de-France
1579;04/02/2015;1;N;OXA-48  ;04/02/2015;;;;;;04/02/2015;;13;Provence-Alpes-Cote d'Azur
1580;05/02/2015;1;O;NDM-1  ;05/02/2015;;05/02/2015;;;;;05/02/2015;31;Occitanie
1581;05/02/2015;1;O;OXA-48  ;05/02/2015;;05/02/2015;;;;05/02/2015;;75;Ile-de-France
1582;05/02/2015;1;O;NDM  ;05/02/2015;;05/02/2015;;;;;05/02/2015;974;La Reunion
1583;05/02/2015;1;N;OXA-48  ;05/02/2015;;;;;;05/02/2015;;75;Ile-de-France
1584;07/02/2015;1;O;OXA-48  ;07/02/2015;;07/02/2015;;;;07/02/2015;;71;Bourgogne-Franche-Comte
1585;08/02/2015;1;N;OXA-48  ;08/02/2015;;;;;;08/02/2015;;92;Ile-de-France
1586;09/02/2015;10;O;OXA-181  ;;09/02/2015;09/02/2015;09/02/2015;;;;;75;Ile-de-France
1587;09/02/2015;4;N;OXA-48  ;;09/02/2015;;;;;09/02/2015;;75;Ile-de-France
1588;09/02/2015;1;N;OXA-48  ;09/02/2015;;;;;;09/02/2015;;31;Occitanie
1589;10/02/2015;1;O;OXA-48  ;10/02/2015;;10/02/2015;;;;10/02/2015;;33;Nouvelle-Aquitaine
1590;10/02/2015;1;N;OXA-48  ;10/02/2015;;;;;;10/02/2015;;13;Provence-Alpes-Cote d'Azur
1591;11/02/2015;1;O;OXA-48  ;11/02/2015;;11/02/2015;;;;11/02/2015;;75;Ile-de-France
1592;11/02/2015;1;N;NDM-7  ;11/02/2015;;;;;;;11/02/2015;59;Hauts-de-France
1593;11/02/2015;1;N;OXA-48  ;11/02/2015;;;;;;11/02/2015;;93;Ile-de-France
1594;12/02/2015;1;O;KPC-2  ;12/02/2015;;12/02/2015;;;12/02/2015;;;41;Centre-Val de Loire
1595;12/02/2015;1;O;OXA-181 NDM-1 ;12/02/2015;;12/02/2015;;;;;12/02/2015;93;Ile-de-France
1596;12/02/2015;1;N;OXA-48 NDM ;12/02/2015;;;;;;12/02/2015;12/02/2015;95;Ile-de-France
1597;12/02/2015;1;N;OXA-48  ;12/02/2015;;;;;;12/02/2015;;31;Occitanie
1598;13/02/2015;1;O;OXA-48  ;13/02/2015;;13/02/2015;;;;13/02/2015;;94;Ile-de-France
1599;13/02/2015;1;O;OXA-48  ;13/02/2015;;13/02/2015;;;;13/02/2015;;75;Ile-de-France
1600;13/02/2015;1;N;OXA-48  ;13/02/2015;;;;;;13/02/2015;;49;Pays de la Loire
1601;13/02/2015;1;N;OXA-48  ;13/02/2015;;;;;;13/02/2015;;13;Provence-Alpes-Cote d'Azur
1602;14/02/2015;1;O;NDM-1  ;14/02/2015;;14/02/2015;;;;;14/02/2015;974;La Reunion
1603;14/02/2015;1;N;OXA-48  ;14/02/2015;;;;;;14/02/2015;;13;Provence-Alpes-Cote d'Azur
1604;15/02/2015;1;O;OXA-48  ;15/02/2015;;15/02/2015;;;;15/02/2015;;94;Ile-de-France
1605;16/02/2015;1;O;NDM-1  ;16/02/2015;;16/02/2015;;;;;16/02/2015;75;Ile-de-France
1606;16/02/2015;1;N;NDM-1  ;16/02/2015;;;;;;;16/02/2015;6;Provence-Alpes-Cote d'Azur
1607;17/02/2015;1;O;OXA-48  ;17/02/2015;;17/02/2015;;;;17/02/2015;;91;Ile-de-France
1608;17/02/2015;1;O;OXA-48  ;17/02/2015;;17/02/2015;;;;17/02/2015;;94;Ile-de-France
1609;18/02/2015;1;O;NDM-1 NDM-5 ;18/02/2015;;18/02/2015;;;;;18/02/2015;26;Auvergne-Rhone-Alpes
1610;18/02/2015;1;N;OXA-48  ;18/02/2015;;;;;;18/02/2015;;94;Ile-de-France
1611;18/02/2015;1;N;OXA-48  ;18/02/2015;;;;;;18/02/2015;;94;Ile-de-France
1612;18/02/2015;1;N;NDM-1  ;18/02/2015;;;;;;;18/02/2015;91;Ile-de-France
1613;19/02/2015;1;O;OXA-48  ;19/02/2015;;19/02/2015;;;;19/02/2015;;13;Provence-Alpes-Cote d'Azur
1614;19/02/2015;1;O;NDM-1  ;19/02/2015;;19/02/2015;;;;;19/02/2015;974;La Reunion
1615;19/02/2015;1;O;OXA-48  ;19/02/2015;;19/02/2015;;;;19/02/2015;;75;Ile-de-France
1616;19/02/2015;2;N;OXA-48  ;;19/02/2015;;;;;19/02/2015;;28;Centre-Val de Loire
1617;19/02/2015;1;N;OXA-48  ;19/02/2015;;;;;;19/02/2015;;62;Hauts-de-France
1618;20/02/2015;7;O;OXA-48  ;;20/02/2015;20/02/2015;20/02/2015;;;20/02/2015;;75;Ile-de-France
1619;20/02/2015;1;N;NDM  ;20/02/2015;;;;;;;20/02/2015;62;Hauts-de-France
1620;21/02/2015;1;N;OXA-48-like  ;21/02/2015;;;;;;21/02/2015;;13;Provence-Alpes-Cote d'Azur
1621;22/02/2015;1;O;NDM-1  ;22/02/2015;;22/02/2015;;;;;22/02/2015;92;Ile-de-France
1622;23/02/2015;1;O;OXA-48  ;23/02/2015;;23/02/2015;;;;23/02/2015;;59;Hauts-de-France
1623;23/02/2015;1;N;OXA-48  ;23/02/2015;;;;;;23/02/2015;;13;Provence-Alpes-Cote d'Azur
1624;24/02/2015;1;N;OXA-48  ;24/02/2015;;;;;;24/02/2015;;93;Ile-de-France
1625;24/02/2015;1;N;OXA-48  ;24/02/2015;;;;;;24/02/2015;;93;Ile-de-France
1626;24/02/2015;1;N;NDM  ;24/02/2015;;;;;;;24/02/2015;93;Ile-de-France
1627;25/02/2015;1;O;OXA-48  ;25/02/2015;;25/02/2015;;;;25/02/2015;;92;Ile-de-France
1628;25/02/2015;1;N;OXA-48  ;25/02/2015;;;;;;25/02/2015;;91;Ile-de-France
1629;27/02/2015;1;N;OXA-48  ;27/02/2015;;;;;;27/02/2015;;13;Provence-Alpes-Cote d'Azur
1630;02/03/2015;1;O;OXA-48  ;02/03/2015;;02/03/2015;;;;02/03/2015;;76;Normandie
1631;02/03/2015;1;O;OXA-48  ;02/03/2015;;02/03/2015;;;;02/03/2015;;94;Ile-de-France
1632;02/03/2015;1;N;NDM  ;02/03/2015;;;;;;;02/03/2015;31;Occitanie
1633;03/03/2015;1;O;OXA-48-like  ;03/03/2015;;03/03/2015;;;;03/03/2015;;68;Grand Est
1634;03/03/2015;1;O;OXA-48  ;03/03/2015;;03/03/2015;;;;03/03/2015;;75;Ile-de-France
1635;03/03/2015;1;N;OXA-48-like  ;03/03/2015;;;;;;03/03/2015;;37;Centre-Val de Loire
1636;03/03/2015;1;N;OXA-48  ;03/03/2015;;;;;;03/03/2015;;75;Ile-de-France
1637;04/03/2015;1;O;OXA-181 NDM-7 ;04/03/2015;;04/03/2015;;;;;04/03/2015;91;Ile-de-France
1638;04/03/2015;1;N;OXA-181  ;04/03/2015;;;;;;;;91;Ile-de-France
1639;04/03/2015;1;N;OXA-181  ;04/03/2015;;;;;;;;91;Ile-de-France
1640;04/03/2015;1;N;OXA-181  ;04/03/2015;;;;;;;;91;Ile-de-France
1641;04/03/2015;1;N;OXA-181  ;04/03/2015;;;;;;;;91;Ile-de-France
1642;04/03/2015;1;N;OXA-181  ;04/03/2015;;;;;;;;91;Ile-de-France
1643;05/03/2015;1;O;OXA-48  ;05/03/2015;;05/03/2015;;;;05/03/2015;;33;Nouvelle-Aquitaine
1644;05/03/2015;1;O;OXA-48 NDM-1 ;05/03/2015;;05/03/2015;;;;05/03/2015;05/03/2015;75;Ile-de-France
1645;05/03/2015;1;N;VIM-1  ;05/03/2015;;;;05/03/2015;;;;94;Ile-de-France
1646;05/03/2015;1;N;OXA-48  ;05/03/2015;;;;;;05/03/2015;;13;Provence-Alpes-Cote d'Azur
1647;05/03/2015;1;N;OXA-48  ;05/03/2015;;;;;;05/03/2015;;59;Hauts-de-France
1648;06/03/2015;1;N;OXA-48  ;06/03/2015;;;;;;06/03/2015;;37;Centre-Val de Loire
1649;06/03/2015;1;N;OXA-48  ;06/03/2015;;;;;;06/03/2015;;13;Provence-Alpes-Cote d'Azur
1650;07/03/2015;1;N;OXA-48  ;07/03/2015;;;;;;07/03/2015;;94;Ile-de-France
1651;09/03/2015;1;O;OXA-181  ;09/03/2015;;09/03/2015;;;;;;95;Ile-de-France
1652;09/03/2015;1;O;NDM-1  ;09/03/2015;;09/03/2015;;;;;09/03/2015;75;Ile-de-France
1653;09/03/2015;1;O;OXA-48  ;09/03/2015;;09/03/2015;;;;09/03/2015;;92;Ile-de-France
1654;09/03/2015;1;N;OXA-48  ;09/03/2015;;;;;;09/03/2015;;20;Corse
1655;09/03/2015;1;N;OXA-48  ;09/03/2015;;;;;;09/03/2015;;11;Occitanie
1656;09/03/2015;1;N;OXA-181  ;09/03/2015;;;;;;;;91;Ile-de-France
1657;09/03/2015;1;N;OXA-181  ;09/03/2015;;;;;;;;91;Ile-de-France
1658;09/03/2015;1;N;OXA-181  ;09/03/2015;;;;;;;;91;Ile-de-France
1659;10/03/2015;1;N;OXA-48  ;10/03/2015;;;;;;10/03/2015;;93;Ile-de-France
1660;10/03/2015;1;N;NDM-7  ;10/03/2015;;;;;;;10/03/2015;37;Centre-Val de Loire
1661;10/03/2015;2;N;OXA-48  ;;10/03/2015;;;;;10/03/2015;;26;Auvergne-Rhone-Alpes
1662;10/03/2015;1;N;OXA-48  ;10/03/2015;;;;;;10/03/2015;;83;Provence-Alpes-Cote d'Azur
1663;11/03/2015;1;O;NDM-1 NDM-5 ;11/03/2015;;11/03/2015;;;;;11/03/2015;974;La Reunion
1664;12/03/2015;1;N;OXA-48  ;12/03/2015;;;;;;12/03/2015;;69;Auvergne-Rhone-Alpes
1665;12/03/2015;1;N;OXA-48  ;12/03/2015;;;;;;12/03/2015;;92;Ile-de-France
1666;13/03/2015;1;O;NDM-1  ;13/03/2015;;13/03/2015;;;;;13/03/2015;93;Ile-de-France
1667;13/03/2015;1;N;OXA-48  ;13/03/2015;;;;;;13/03/2015;;78;Ile-de-France
1668;14/03/2015;1;O;NDM  ;14/03/2015;;14/03/2015;;;;;14/03/2015;75;Ile-de-France
1669;15/03/2015;1;O;NDM  ;15/03/2015;;15/03/2015;;;;;15/03/2015;31;Occitanie
1670;15/03/2015;1;N;VIM  ;15/03/2015;;;;15/03/2015;;;;67;Grand Est
1671;16/03/2015;1;O;NDM-5  ;16/03/2015;;16/03/2015;;;;;16/03/2015;6;Provence-Alpes-Cote d'Azur
1672;16/03/2015;1;N;OXA-48  ;16/03/2015;;;;;;16/03/2015;;54;Grand Est
1673;16/03/2015;1;N;OXA-48  ;16/03/2015;;;;;;16/03/2015;;75;Ile-de-France
1674;16/03/2015;1;N;OXA-181  ;16/03/2015;;;;;;;;91;Ile-de-France
1675;16/03/2015;1;N;OXA-181  ;16/03/2015;;;;;;;;91;Ile-de-France
1676;16/03/2015;1;N;OXA-48  ;16/03/2015;;;;;;16/03/2015;;91;Ile-de-France
1677;16/03/2015;1;N;OXA-48  ;16/03/2015;;;;;;16/03/2015;;75;Ile-de-France
1678;17/03/2015;1;O;OXA-48  ;17/03/2015;;17/03/2015;;;;17/03/2015;;78;Ile-de-France
1679;17/03/2015;1;N;OXA-48  ;17/03/2015;;;;;;17/03/2015;;93;Ile-de-France
1680;17/03/2015;1;N;OXA-204  ;17/03/2015;;;;;;;;94;Ile-de-France
1681;17/03/2015;1;N;OXA-48  ;17/03/2015;;;;;;17/03/2015;;13;Provence-Alpes-Cote d'Azur
1682;17/03/2015;1;N;OXA-48  ;17/03/2015;;;;;;17/03/2015;;60;Hauts-de-France
1683;17/03/2015;1;N;OXA-48  ;17/03/2015;;;;;;17/03/2015;;92;Ile-de-France
1684;17/03/2015;1;N;OXA-48  ;17/03/2015;;;;;;17/03/2015;;94;Ile-de-France
1685;18/03/2015;1;O;OXA-48  ;18/03/2015;;18/03/2015;;;;18/03/2015;;54;Grand Est
1686;18/03/2015;1;O;NDM-5  ;18/03/2015;;18/03/2015;;;;;18/03/2015;31;Occitanie
1687;18/03/2015;1;O;NDM-1  ;18/03/2015;;18/03/2015;;;;;18/03/2015;94;Ile-de-France
1688;18/03/2015;1;N;NDM-1  ;18/03/2015;;;;;;;18/03/2015;31;Occitanie
1689;18/03/2015;1;N;OXA-48  ;18/03/2015;;;;;;18/03/2015;;83;Provence-Alpes-Cote d'Azur
1690;19/03/2015;1;N;OXA-48  ;19/03/2015;;;;;;19/03/2015;;13;Provence-Alpes-Cote d'Azur
1691;19/03/2015;1;N;OXA-48  ;19/03/2015;;;;;;19/03/2015;;54;Grand Est
1692;20/03/2015;1;O;OXA-48  ;20/03/2015;;20/03/2015;;;;20/03/2015;;33;Nouvelle-Aquitaine
1693;20/03/2015;1;N;OXA-48  ;20/03/2015;;;;;;20/03/2015;;91;Ile-de-France
1694;21/03/2015;1;N;NDM-1  ;21/03/2015;;;;;;;21/03/2015;6;Provence-Alpes-Cote d'Azur
1695;23/03/2015;1;N;NDM  ;23/03/2015;;;;;;;23/03/2015;31;Occitanie
1696;23/03/2015;1;N;OXA-48  ;23/03/2015;;;;;;23/03/2015;;13;Provence-Alpes-Cote d'Azur
1697;24/03/2015;1;O;OXA-48  ;24/03/2015;;24/03/2015;;;;24/03/2015;;31;Occitanie
1698;24/03/2015;1;O;OXA-181  ;24/03/2015;;24/03/2015;;;;;;63;Auvergne-Rhone-Alpes
1699;24/03/2015;1;N;OXA-48  ;24/03/2015;;;;;;24/03/2015;;64;Nouvelle-Aquitaine
1700;24/03/2015;1;N;OXA-48  ;24/03/2015;;;;;;24/03/2015;;83;Provence-Alpes-Cote d'Azur
1701;25/03/2015;1;O;OXA-48  ;25/03/2015;;25/03/2015;;;;25/03/2015;;31;Occitanie
1702;25/03/2015;1;N;OXA-48  ;25/03/2015;;;;;;25/03/2015;;2;Hauts-de-France
1703;26/03/2015;1;N;OXA-48  ;26/03/2015;;;;;;26/03/2015;;31;Occitanie
1704;26/03/2015;1;N;OXA-48  ;26/03/2015;;;;;;26/03/2015;;41;Centre-Val de Loire
1705;27/03/2015;1;O;OXA-48  ;27/03/2015;;27/03/2015;;;;27/03/2015;;45;Centre-Val de Loire
1706;27/03/2015;1;N;OXA-48  ;27/03/2015;;;;;;27/03/2015;;94;Ile-de-France
1707;27/03/2015;1;N;OXA-48  ;27/03/2015;;;;;;27/03/2015;;33;Nouvelle-Aquitaine
1708;28/03/2015;1;N;OXA-48  ;28/03/2015;;;;;;28/03/2015;;13;Provence-Alpes-Cote d'Azur
1709;30/03/2015;1;O;OXA-48  ;30/03/2015;;30/03/2015;;;;30/03/2015;;29;Bretagne
1710;30/03/2015;1;N;OXA-48  ;30/03/2015;;;;;;30/03/2015;;59;Hauts-de-France
1711;30/03/2015;1;N;OXA-48  ;30/03/2015;;;;;;30/03/2015;;75;Ile-de-France
1712;30/03/2015;1;N;OXA-48  ;30/03/2015;;;;;;30/03/2015;;2;Hauts-de-France
1713;31/03/2015;1;O;OXA-48  ;31/03/2015;;31/03/2015;;;;31/03/2015;;37;Centre-Val de Loire
1714;31/03/2015;1;O;NDM-5  ;31/03/2015;;31/03/2015;;;;;31/03/2015;75;Ile-de-France
1715;31/03/2015;1;N;OXA-48  ;31/03/2015;;;;;;31/03/2015;;75;Ile-de-France
1716;01/04/2015;2;O;NDM-1  ;;01/04/2015;01/04/2015;;;;;01/04/2015;973;Guyane
1717;01/04/2015;1;O;OXA-48-like  ;01/04/2015;;01/04/2015;;;;01/04/2015;;93;Ile-de-France
1718;01/04/2015;1;O;OXA-48  ;01/04/2015;;01/04/2015;;;;01/04/2015;;93;Ile-de-France
1719;01/04/2015;1;O;KPC-3  ;01/04/2015;;01/04/2015;;;01/04/2015;;;92;Ile-de-France
1720;01/04/2015;1;O;OXA-181  ;01/04/2015;;01/04/2015;;;;;;91;Ile-de-France
1721;01/04/2015;1;N;OXA-48  ;01/04/2015;;;;;;01/04/2015;;31;Occitanie
1722;01/04/2015;2;N;OXA-48  ;;01/04/2015;;;;;01/04/2015;;75;Ile-de-France
1723;01/04/2015;1;N;OXA-48  ;01/04/2015;;;;;;01/04/2015;;13;Provence-Alpes-Cote d'Azur
1724;01/04/2015;1;N;OXA-48 NDM-4 ;01/04/2015;;;;;;01/04/2015;01/04/2015;68;Grand Est
1725;03/04/2015;1;O;NDM-1  ;03/04/2015;;03/04/2015;;;;;03/04/2015;45;Centre-Val de Loire
1726;03/04/2015;1;N;OXA-48  ;03/04/2015;;;;;;03/04/2015;;69;Auvergne-Rhone-Alpes
1727;06/04/2015;1;O;OXA-48  ;06/04/2015;;06/04/2015;;;;06/04/2015;;78;Ile-de-France
1728;07/04/2015;1;O;OXA-181 NDM-1 OXA-244;07/04/2015;;07/04/2015;;;;;07/04/2015;94;Ile-de-France
1729;07/04/2015;1;N;OXA-48  ;07/04/2015;;;;;;07/04/2015;;92;Ile-de-France
1730;08/04/2015;1;O;OXA-181  ;08/04/2015;;08/04/2015;;;;;;93;Ile-de-France
1731;08/04/2015;1;N;OXA-48  ;08/04/2015;;;;;;08/04/2015;;13;Provence-Alpes-Cote d'Azur
1732;08/04/2015;1;N;OXA-48  ;08/04/2015;;;;;;08/04/2015;;13;Provence-Alpes-Cote d'Azur
1733;10/04/2015;1;O;OXA-48  ;10/04/2015;;10/04/2015;;;;10/04/2015;;83;Provence-Alpes-Cote d'Azur
1734;10/04/2015;1;N;OXA-48  ;10/04/2015;;;;;;10/04/2015;;3;Auvergne-Rhone-Alpes
1735;11/04/2015;1;N;OXA-48  ;11/04/2015;;;;;;11/04/2015;;94;Ile-de-France
1736;13/04/2015;1;O;OXA-48  ;13/04/2015;;13/04/2015;;;;13/04/2015;;70;Bourgogne-Franche-Comte
1737;13/04/2015;1;N;OXA-204  ;13/04/2015;;;;;;;;94;Ile-de-France
1738;14/04/2015;1;N;OXA-181 NDM-1 ;14/04/2015;;;;;;;14/04/2015;94;Ile-de-France
1739;14/04/2015;1;N;VIM-1  ;14/04/2015;;;;14/04/2015;;;;92;Ile-de-France
1740;15/04/2015;1;O;OXA-48-like  ;15/04/2015;;15/04/2015;;;;15/04/2015;;93;Ile-de-France
1741;15/04/2015;1;N;OXA-48  ;15/04/2015;;;;;;15/04/2015;;13;Provence-Alpes-Cote d'Azur
1742;15/04/2015;1;N;OXA-48  ;15/04/2015;;;;;;15/04/2015;;33;Nouvelle-Aquitaine
1743;20/04/2015;1;O;OXA-48  ;20/04/2015;;20/04/2015;;;;20/04/2015;;75;Ile-de-France
1744;20/04/2015;1;O;NDM-5  ;20/04/2015;;20/04/2015;;;;;20/04/2015;974;La Reunion
1745;20/04/2015;1;N;OXA-48  ;20/04/2015;;;;;;20/04/2015;;24;Nouvelle-Aquitaine
1746;20/04/2015;2;N;VIM-4  ;;20/04/2015;;;20/04/2015;;;;59;Hauts-de-France
1747;21/04/2015;1;O;NDM  ;21/04/2015;;21/04/2015;;;;;21/04/2015;75;Ile-de-France
1748;21/04/2015;1;N;VIM  ;21/04/2015;;;;21/04/2015;;;;78;Ile-de-France
1749;22/04/2015;1;O;OXA-48  ;22/04/2015;;22/04/2015;;;;22/04/2015;;94;Ile-de-France
1750;22/04/2015;1;O;OXA-48  ;22/04/2015;;22/04/2015;;;;22/04/2015;;92;Ile-de-France
1751;22/04/2015;1;N;OXA-48  ;22/04/2015;;;;;;22/04/2015;;76;Normandie
